STATE,FIPS,TP-TotPop,TO-WGWTo,TO-WTotl
MI,26099,829.453,4.74,12.15
MI,26101,25.226,4.85,38.91
MI,26103,64.76,13.29,342.19
MI,26105,28.986,3.04,29.01
MI,26107,42.391,7.39,15.98
MI,26109,24.996,1.74,5.92
MI,26111,84.064,3.4,14.71
MI,26113,15.299,4.06,4.63
MI,26115,153.935,17.81,1846.73
MI,26117,63.893,34.55,40.12
MI,26119,10.445,1.12,1.34
MI,26121,175.554,14.62,323.1
MI,26123,50.019,9.21,12.59
MI,26125,1214.361,53.93,61.99
MI,26127,28.473,5.79,7.13
MI,26129,21.905,2.64,3.55
MI,26131,7.363,0.5,7.3
MI,26133,23.75,6.41,7.23
MI,26135,9.298,1.18,1.47
MI,26137,24.665,4.47,4.6
MI,26139,255.406,17.1,854.52
MI,26141,14.33,2.14,13.63
MI,26143,26.079,2.71,3.23
MI,26145,208.356,4.43,20.17
MI,26147,171.426,6.0,1668.09
MI,26149,62.984,55.23,77.77
MI,26151,44.752,5.71,6.87
MI,26153,8.819,0.59,13.0
MI,26155,72.945,7.19,8.62
MI,26157,58.428,7.89,10.32
MI,26159,78.812,20.16,146.53
MI,26161,341.847,20.3,37.88
MI,26163,1998.217,0.97,1858.74
MI,26165,31.876,8.73,8.95
MN,27001,16.174,1.44,4.6
MN,27003,323.996,36.55,97.91
MN,27005,31.868,10.71,14.52
MN,27007,42.871,4.68,7.66
MN,27009,38.505,13.91,24.11
MN,27011,5.481,1.7,1.74
MN,27013,58.03,12.69,32.19
MN,27015,26.534,4.32,4.6
MN,27017,34.026,3.25,9.75
MN,27019,84.864,10.52,10.66
MN,27021,28.91,5.44,6.59
MN,27023,12.802,2.17,2.96
MN,27025,49.4,12.69,14.77
MN,27027,53.838,5.01,9.51
MN,27029,8.476,1.11,5.72
MN,27031,5.367,0.27,171.51
MN,27033,11.834,4.15,4.67
MN,27035,59.917,9.26,12.57
MN,27037,383.592,83.42,394.58
MN,27039,19.595,2.8,2.85
MN,27041,35.138,14.7,22.89
MN,27043,15.506,3.09,3.09
MN,27045,21.368,5.17,5.25
MN,27047,31.946,5.44,5.46
MN,27049,45.585,7.83,619.32
MN,27051,6.114,1.69,1.69
MN,27053,1119.364,98.05,320.77
MN,27055,19.941,2.87,2.91
MN,27057,18.861,13.72,13.91
MN,27059,37.664,4.47,4.61
MN,27061,44.384,4.96,185.01
MN,27063,11.182,2.06,2.17
MN,27065,16.215,1.83,1.86
MN,27067,41.199,18.99,21.96
MN,27069,4.792,1.08,1.4
MN,27071,13.907,0.65,47.54
MN,27073,7.604,4.36,4.48
MN,27075,11.156,0.37,130.89
MN,27077,4.421,0.49,1.37
MN,27079,27.49,4.95,19.68
MN,27081,6.05,1.8,1.83
MN,27083,24.472,6.07,6.52
MN,27085,36.636,6.45,6.72
MN,27087,5.113,3.34,3.34
MN,27089,9.965,1.05,1.27
MN,27091,21.002,3.01,17.76
MN,27093,23.371,5.86,7.83
MN,27095,25.68,3.07,3.14
MN,27097,32.788,16.42,17.92
MN,27099,38.799,9.04,9.23
MN,27101,8.852,1.8,2.01
MN,27103,30.848,6.34,6.53
MN,27105,20.508,4.93,5.09
MN,27107,7.003,0.77,0.77
MN,27109,135.189,18.08,47.98
MN,27111,57.658,52.94,150.58
MN,27113,13.608,0.58,2.67
MN,27115,28.485,3.35,3.59
MN,27117,9.421,4.9,5.02
MN,27119,31.133,5.53,24.67
MN,27121,11.252,22.32,22.34
MN,27123,494.92,24.65,198.46
MN,27125,4.317,1.12,1.67
MN,27127,16.022,2.66,3.02
MN,27129,16.764,3.82,3.99
MN,27131,60.949,8.66,9.83
MN,27133,9.52,3.01,3.09
MN,27135,16.495,1.86,1.88
MN,27137,197.179,8.88,287.7
MN,27139,119.825,17.33,17.81
MN,27141,81.752,34.21,92.88
MN,27143,15.237,3.13,3.28
MN,27145,142.654,38.04,49.49
MN,27147,35.755,6.73,7.75
MN,27149,9.826,6.28,6.48
MN,27151,11.324,12.46,12.53
MN,27153,24.603,10.96,12.68
MN,27155,3.81,0.42,0.42
MN,27157,22.2,4.88,4.94
MN,27159,13.65,9.34,12.99
MN,27161,19.33,2.98,3.06
MN,27163,220.426,30.22,359.93
MN,27165,11.234,3.7,3.73
MN,27167,6.802,0.77,0.88
MN,27169,49.276,9.01,9.01
MN,27171,110.73,14.74,334.01
MN,27173,10.449,2.99,3.21
MS,28001,32.099,6.81,6.87
MS,28003,35.306,4.9,5.3
MS,28005,13.435,1.94,2.35
MS,28007,19.552,2.57,2.85
MS,28009,7.852,2.12,2.32
MS,28011,38.641,316.0,331.79
MS,28013,14.652,2.17,3.18
MS,28015,10.397,6.56,6.96
MS,28017,19.184,2.32,9.08
MS,28019,9.572,5.36,5.6
MS,28021,11.492,28.57,29.06
MS,28023,17.67,2.34,2.64
MS,28025,21.223,5.38,6.11
MS,28027,29.002,133.1,139.7
MS,28029,29.164,5.19,5.78
MS,28031,20.273,6.1,7.58
MS,28033,137.004,31.15,32.01
MS,28035,75.095,18.98,32.36
MS,28037,8.411,1.05,1.15
MS,28039,21.259,2.58,3.27
MS,28041,13.183,1.78,2.93
MS,28043,22.861,5.79,10.08
MS,28045,46.711,10.1,10.84
MS,28047,193.81,40.89,195.26
MS,28049,249.345,15.64,46.27
MS,28051,21.099,47.84,49.93
MS,28053,10.527,119.11,122.29
MS,28055,1.909,10.71,11.12
MS,28057,23.359,1.56,10.94
MS,28059,135.94,17.0,54.44
MS,28061,18.162,2.23,2.54
MS,28063,9.432,0.57,0.65
MS,28065,13.158,2.23,2.52
MS,28067,66.16,16.54,17.2
MS,28069,10.246,1.46,1.75
MS,28071,40.842,3.42,3.59
MS,28073,44.616,21.32,21.65
MS,28075,77.218,11.83,11.97
MS,28077,13.502,2.61,38.63
MS,28079,22.453,4.88,5.76
MS,28081,78.793,4.08,4.57
MS,28083,36.431,205.55,213.56
MS,28085,33.906,5.18,5.45
MS,28087,59.895,14.94,41.74
MS,28089,84.286,12.93,13.86
MS,28091,25.235,4.22,5.06
MS,28093,35.659,3.79,4.13
MS,28095,37.704,19.02,27.69
MS,28097,11.829,1.62,1.81
MS,28099,29.905,4.25,4.83
MS,28101,22.366,2.57,3.11
MS,28103,12.202,3.76,29.89
MS,28105,41.247,6.05,6.44
MS,28107,35.331,27.65,28.96
MS,28109,52.659,6.41,6.77
MS,28111,12.16,2.51,21.22
MS,28113,39.426,7.63,8.11
MS,28115,28.208,1.9,2.22
MS,28117,25.593,2.28,2.34
MS,28119,9.512,76.5,80.37
MS,28121,131.841,20.81,21.64
MS,28123,28.739,10.32,10.94
MS,28125,5.967,30.72,32.03
MS,28127,27.944,4.79,5.3
MS,28129,16.058,4.17,4.78
MS,28131,14.862,2.55,3.22
MS,28133,32.311,272.26,282.95
MS,28135,14.191,98.24,103.1
MS,28137,26.548,3.3,3.52
MS,28139,21.212,4.94,5.15
MS,28141,19.202,2.8,2.84
MS,28143,10.321,121.78,127.53
MS,28145,26.784,2.68,2.88
MS,28147,15.46,2.77,3.26
MS,28149,49.131,10.32,257.7
MS,28151,59.22,218.38,228.31
MS,28153,21.291,2.89,3.38
MS,28155,10.092,1.46,1.67
MS,28157,10.269,2.16,4.17
MS,28159,19.87,3.65,3.89
MS,28161,13.417,3.14,4.56
MS,28163,28.195,31.73,46.43
MO,29001,24.509,0.41,3.23
MO,29003,16.899,0.76,1.54
MO,29005,6.246,6.2,6.33
MO,29007,25.759,5.12,13.6
MO,29009,35.599,7.14,20.81
MO,29011,13.057,8.91,12.05
MO,29013,17.027,0.45,4.26
MO,29015,18.854,3.22,3.72
MO,29017,12.325,13.66,14.01
MO,29019,143.326,19.19,20.43
MO,29021,84.904,1.28,102.94
MO,29023,41.338,332.05,339.67
MO,29025,9.307,0.51,1.24
MO,29027,42.541,9.09,34.35
MO,29029,39.432,4.01,14.7
MO,29031,71.161,22.73,30.01
MO,29033,10.193,3.48,3.93
MO,29035,5.91,0.73,0.83
MO,29037,94.232,0.75,5.84
MO,29039,14.16,1.6,2.17
MO,29041,8.124,0.54,1.18
MO,29043,67.266,7.4,8.84
MO,29045,7.323,1.24,1.54
MO,29047,202.078,59.9,178.7
MO,29049,20.715,0.17,2.5
MO,29051,72.757,4.53,11.31
MO,29053,17.294,0.84,2.93
MO,29055,23.932,2.66,3.09
MO,29057,7.83,4.03,5.47
MO,29059,16.437,1.88,2.62
MO,29061,8.121,1.42,2.27
MO,29063,12.342,0.32,0.84
MO,29065,15.083,1.58,32.52
MO,29067,13.594,1.5,21.06
MO,29069,32.545,88.92,89.41
MO,29071,99.09,11.99,1155.54
MO,29073,15.745,1.91,2.59
MO,29075,6.555,1.05,2.31
MO,29077,250.784,15.7,221.16
MO,29079,10.327,0.46,2.72
MO,29081,8.876,0.27,1.31
MO,29083,22.577,0.81,417.48
MO,29085,9.271,1.02,1.43
MO,29087,5.081,7.36,7.46
MO,29089,9.957,2.49,3.34
MO,29091,38.4,3.31,4.34
MO,29093,10.273,4.04,4.32
MO,29095,662.959,8.08,546.84
MO,29097,110.624,14.1,28.69
MO,29099,213.669,13.12,793.8
MO,29101,50.784,5.11,6.2
MO,29103,4.171,0.55,1.49
MO,29105,34.492,4.97,17.04
MO,29107,33.108,1.54,4.63
MO,29109,37.127,4.96,6.86
MO,29111,10.186,2.15,2.63
MO,29113,47.727,6.06,6.7
MO,29115,13.133,0.81,2.45
MO,29117,14.291,2.48,2.78
MO,29119,22.844,6.06,7.26
MO,29121,15.6,0.18,3.53
MO,29123,12.151,0.65,1.38
MO,29125,8.989,0.96,1.5
MO,29127,28.375,3.0,7.88
MO,29129,3.595,0.82,2.34
MO,29131,24.712,3.59,4.58
MO,29133,13.599,82.62,82.64
MO,29135,15.084,2.26,3.02
MO,29137,9.379,0.19,5.76
MO,29139,12.166,1.14,2.17
MO,29141,20.436,3.07,12.1
MO,29143,18.566,238.14,1027.19
MO,29145,55.554,7.19,10.8
MO,29147,21.71,0.85,2.82
MO,29149,10.403,1.41,1.97
MO,29151,13.485,1.67,61.78
MO,29153,9.49,0.94,26.86
MO,29155,19.412,83.36,83.83
MO,29157,18.571,1.85,2.83
MO,29159,40.121,6.43,9.14
MO,29161,42.125,4.4,9.99
MO,29163,18.762,4.65,12.55
MO,29165,82.085,4.4,432.86
MO,29167,28.892,3.65,5.0
MO,29169,44.187,3.02,7.3
MO,29171,5.168,0.48,1.94
MO,29173,9.761,0.56,1.7
MO,29175,25.336,0.43,580.99
MO,29177,24.101,5.13,5.65
MO,29179,6.585,5.77,5.89
MO,29181,13.851,25.49,31.01
MO,29183,329.94,14.23,628.75
MO,29185,9.686,1.23,1.81
MO,29186,18.198,5.3,5.59
MO,29187,61.661,6.79,7.43
MO,29189,1004.666,6.63,789.64
MO,29195,23.075,3.91,4.54
MO,29197,4.308,0.24,0.49
MO,29199,4.928,0.31,0.85
MO,29201,41.143,107.63,107.89
MO,29203,8.367,0.85,1.08
MO,29205,6.744,1.22,2.08
MO,29207,29.714,331.78,334.8
MO,29209,30.931,4.18,4.51
MO,29211,6.907,0.52,3.59
MO,29213,42.985,5.2,32.68
MO,29215,24.614,3.3,4.41
MO,29217,20.441,3.46,6.01
MO,29219,28.764,2.33,2.54
MO,29221,24.032,3.07,3.28
MO,29223,13.097,1.34,1.93
MO,29225,34.745,3.35,4.65
MO,29227,2.174,0.15,0.34
MO,29229,18.306,2.13,3.28
MO,29510,344.362,,140.95
MT,30001,8.773,7.45,1185.6
MT,30003,13.149,7.85,278.98
MT,30005,6.629,4.18,236.49
MT,30007,4.517,3.81,241.31
MT,30009,9.902,2.28,417.64
MT,30011,1.32,1.28,10.78
MT,30013,79.569,4.88,189.2
MT,30015,5.463,2.08,80.28
MT,30017,11.267,1.29,121.66
MT,30019,1.836,1.43,3.05
MT,30021,8.688,1.54,53.93
MT,30023,8.948,5.08,67.29
MT,30025,2.717,1.27,2.15
MT,30027,11.551,4.51,71.38
MT,30029,83.172,25.98,74.34
MT,30031,78.21,24.37,470.09
MT,30033,1.199,0.73,15.99
MT,30035,13.552,1.58,86.97
MT,30037,1.159,0.38,44.05
MT,30039,2.965,1.15,137.75
MT,30041,16.304,2.1,20.02
MT,30043,11.17,4.74,161.47
MT,30045,2.198,2.12,71.38
MT,30047,28.297,8.84,291.75
MT,30049,58.449,13.89,220.33
MT,30051,2.003,0.31,57.54
MT,30053,19.193,2.44,33.95
MT,30055,1.805,0.57,26.56
MT,30057,7.274,3.39,647.69
MT,30059,1.999,3.02,377.22
MT,30061,4.014,3.65,8.06
MT,30063,100.086,51.72,112.65
MT,30065,4.497,1.89,97.77
MT,30067,15.968,6.41,507.98
MT,30069,0.47,0.42,42.11
MT,30071,4.179,3.5,166.21
MT,30073,6.087,2.49,239.46
MT,30075,1.705,1.26,39.91
MT,30077,6.999,3.49,247.39
MT,30079,1.105,1.36,54.11
MT,30081,39.94,11.71,293.51
MT,30083,9.096,3.22,374.53
MT,30085,10.524,3.21,93.26
MT,30087,9.212,2.7,244.97
MT,30089,11.057,5.95,56.97
MT,30091,3.524,9.95,13.76
MT,30093,32.982,6.08,66.74
MT,30095,8.493,1.9,106.95
MT,30097,3.672,1.79,292.04
MT,30099,6.24,2.44,561.66
MT,30101,5.031,1.41,16.02
MT,30103,0.689,0.96,72.53
MT,30105,7.143,5.14,236.66
MT,30107,2.037,3.32,123.85
MT,30109,0.951,0.23,2.28
MT,30111,136.691,7.36,347.68
NE,31001,33.07,274.66,277.66
NE,31003,7.004,213.65,217.74
NE,31005,0.378,8.3,8.4
NE,31007,0.733,22.1,26.39
NE,31009,0.484,8.92,9.5
NE,31011,5.772,160.2,165.45
NE,31013,11.374,187.09,193.0
NE,31015,2.261,4.34,5.98
NE,31017,3.328,16.07,80.56
NE,31019,43.572,247.95,258.27
NE,31021,7.455,43.52,45.39
NE,31023,8.72,105.14,123.64
NE,31025,25.734,17.12,20.36
NE,31027,9.066,81.26,84.09
NE,31029,3.866,170.11,170.37
NE,31031,6.098,35.42,52.44
NE,31033,9.993,75.44,77.87
NE,31035,6.733,156.16,161.11
NE,31037,10.433,75.81,78.39
NE,31039,9.688,48.36,51.46
NE,31041,11.41,232.39,258.33
NE,31043,20.349,21.64,22.01
NE,31045,8.636,16.35,27.93
NE,31047,24.617,200.75,319.15
NE,31049,2.004,22.18,28.71
NE,31051,6.155,18.46,21.5
NE,31053,36.078,109.08,113.67
NE,31055,486.929,39.23,789.53
NE,31057,2.133,104.75,110.38
NE,31059,6.385,146.81,163.14
NE,31061,3.421,122.95,124.36
NE,31063,2.795,58.41,59.15
NE,31065,5.019,45.66,57.53
NE,31067,23.306,28.04,102.62
NE,31069,1.997,40.5,57.47
NE,31071,1.816,13.07,20.15
NE,31073,2.02,60.88,67.62
NE,31075,0.67,2.82,2.92
NE,31077,2.512,90.51,97.43
NE,31079,55.104,237.32,240.15
NE,31081,9.568,278.74,293.41
NE,31083,3.462,73.55,79.95
NE,31085,1.027,52.58,52.73
NE,31087,2.97,38.21,45.93
NE,31089,10.784,243.08,271.16
NE,31091,0.744,4.03,4.3
NE,31093,6.708,115.43,131.19
NE,31095,7.925,48.16,60.04
NE,31097,4.695,8.97,13.83
NE,31099,6.774,165.48,176.15
NE,31101,8.33,136.7,165.66
NE,31103,0.902,15.81,19.69
NE,31105,3.782,48.24,50.76
NE,31107,8.916,43.03,53.77
NE,31109,264.814,19.7,23.91
NE,31111,35.636,249.45,938.67
NE,31113,0.74,23.4,23.95
NE,31115,0.686,11.84,15.7
NE,31117,0.507,9.42,9.91
NE,31119,35.488,104.49,104.93
NE,31121,8.066,197.17,201.46
NE,31123,5.165,76.92,228.0
NE,31125,3.666,66.06,82.34
NE,31127,6.965,4.53,1125.02
NE,31129,4.739,39.34,48.39
NE,31131,15.509,3.4,471.93
NE,31133,2.878,1.89,5.19
NE,31135,3.057,125.2,125.3
NE,31137,9.449,176.44,204.98
NE,31139,7.6,109.33,111.92
NE,31141,31.262,223.11,229.01
NE,31143,5.421,162.55,171.32
NE,31145,11.06,52.59,53.17
NE,31147,8.732,2.64,3.18
NE,31149,1.567,37.17,39.43
NE,31151,14.195,57.92,71.77
NE,31153,139.371,26.64,28.3
NE,31155,20.458,143.23,148.94
NE,31157,36.752,44.69,264.09
NE,31159,16.739,122.39,135.77
NE,31161,5.668,76.53,96.51
NE,31163,3.112,48.28,88.44
NE,31165,1.458,20.67,49.8
NE,31167,6.534,29.42,30.19
NE,31169,5.436,101.7,107.64
NE,31171,0.623,2.51,2.7
NE,31173,7.365,12.01,13.42
NE,31175,4.402,79.94,139.16
NE,31177,19.772,14.53,581.69
NE,31179,9.211,34.42,36.33
NE,31181,3.762,47.92,49.52
NE,31183,0.82,49.98,50.57
NE,31185,14.397,267.38,281.48
NV,32001,24.556,10.54,179.3
NV,32003,1710.551,103.48,607.74
NV,32005,47.017,21.29,52.02
NV,32007,45.57,49.64,356.88
NV,32009,0.787,38.17,41.74
NV,32011,1.428,82.69,84.63
NV,32013,17.129,247.96,263.87
NV,32015,5.114,87.81,107.33
NV,32017,4.391,45.27,50.94
NV,32019,47.515,111.55,217.76
NV,32021,4.91,8.81,13.28
NV,32023,40.477,40.78,68.57
NV,32027,6.36,31.34,131.84
NV,32029,4.074,1.34,3.76
NV,32031,389.872,37.28,116.86
NV,32033,8.994,58.86,71.07
NV,32510,56.062,4.52,9.92
NH,33001,61.55,4.69,8.7
NH,33003,47.44,4.42,6.11
NH,33005,77.28,6.66,8.54
NH,33007,33.66,2.78,40.17
NH,33009,84.71,6.34,13.08
NH,33011,401.29,25.13,58.61
NH,33013,146.88,9.59,245.34
NH,33015,295.08,24.0,916.02
NH,33017,119.01,7.39,20.68
NH,33019,43.04,2.75,6.44
NJ,34001,271.015,47.46,51.37
NJ,34003,902.561,29.89,123.82
NJ,34005,450.743,43.25,104.86
NJ,34007,518.249,53.94,55.37
NJ,34009,99.286,18.3,217.55
NJ,34011,153.252,41.52,58.08
NJ,34013,791.057,24.06,32.52
NJ,34015,276.91,35.94,75.01
NJ,34017,603.521,0.1,609.52
NJ,34019,130.404,11.69,23.07
NJ,34021,366.256,15.4,691.57
NJ,34023,789.516,43.02,645.13
NJ,34025,635.952,25.46,82.9
NJ,34027,490.593,58.1,75.95
NJ,34029,558.341,61.14,1466.24
NJ,34031,499.06,6.63,164.0
NJ,34033,66.346,13.19,2700.58
NJ,34035,319.9,9.91,146.81
NJ,34037,153.13,14.0,16.36
NJ,34039,531.457,13.44,22.02
NJ,34041,110.376,25.7,27.79
NM,35001,603.562,112.51,149.86
NM,35003,3.409,0.92,19.15
NM,35005,61.86,239.87,256.85
NM,35006,27.62,7.4,13.97
NM,35007,13.755,2.64,51.87
NM,35009,45.846,130.24,130.41
NM,35011,2.016,13.3,45.13
NM,35013,189.444,179.72,465.2
NM,35015,51.437,130.64,204.93
NM,35017,29.747,27.5,50.94
NM,35019,4.369,3.11,24.78
NM,35021,0.74,3.45,3.49
NM,35023,5.139,82.27,89.51
NM,35025,56.719,162.94,163.0
NM,35027,21.007,6.92,23.17
NM,35028,18.822,3.82,3.82
NM,35029,26.498,121.69,182.58
NM,35031,71.918,13.77,17.16
NM,35033,5.107,0.84,20.38
NM,35035,63.538,26.55,41.96
NM,35037,9.259,7.45,41.56
NM,35039,40.828,4.79,110.14
NM,35041,18.238,179.93,180.02
NM,35043,107.46,19.79,69.29
NM,35045,126.208,2.15,332.67
NM,35047,29.53,1.7,35.85
NM,35049,140.855,27.76,47.36
NM,35051,12.815,14.31,40.59
NM,35053,18.148,33.87,145.58
NM,35055,31.722,9.07,108.27
NM,35057,17.501,41.0,41.04
NM,35059,3.85,47.76,47.96
NM,35061,69.417,17.35,173.44
NY,36001,297.414,4.0,128.49
NY,36003,50.602,5.64,7.11
NY,36005,1357.589,3.96,4.12
NY,36007,196.947,22.73,117.58
NY,36009,82.502,12.95,19.52
NY,36011,81.454,4.25,14.77
NY,36013,136.409,14.06,461.01
NY,36015,89.512,5.73,15.69
NY,36017,51.755,5.21,7.41
NY,36019,82.047,4.27,13.86
NY,36021,63.622,5.88,8.9
NY,36023,48.622,8.2,8.74
NY,36025,47.534,4.05,453.61
NY,36027,294.849,17.4,38.67
NY,36029,930.703,7.36,802.38
NY,36031,38.676,1.85,8.96
NY,36033,51.033,3.52,19.01
NY,36035,55.625,2.48,9.57
NY,36037,59.257,4.43,11.85
NY,36039,49.682,2.34,5.83
NY,36041,5.228,0.67,1.12
NY,36043,63.78,6.22,14.78
NY,36045,116.384,4.3,15.62
NY,36047,2486.235,13.85,13.94
NY,36049,26.571,3.29,8.09
NY,36051,64.205,2.8,8.2
NY,36053,70.337,5.51,7.09
NY,36055,733.366,8.81,226.85
NY,36057,48.968,2.55,13.2
NY,36059,1333.137,199.27,551.53
NY,36061,1593.2,27.78,287.61
NY,36063,217.008,2.33,290.97
NY,36065,234.105,9.86,42.92
NY,36067,458.053,11.73,147.48
NY,36069,104.461,3.4,14.17
NY,36071,372.893,20.27,855.09
NY,36073,43.387,1.47,5.42
NY,36075,123.373,6.92,1254.99
NY,36077,62.746,4.04,6.73
NY,36079,100.507,7.09,111.38
NY,36081,2241.6,61.75,1738.25
NY,36083,155.251,6.74,26.71
NY,36085,464.573,0.93,653.89
NY,36087,292.916,7.42,1007.47
NY,36089,111.38,7.13,16.38
NY,36091,214.859,14.06,23.91
NY,36093,149.078,28.39,28.9
NY,36095,32.277,2.67,170.83
NY,36097,19.342,2.18,3.26
NY,36099,34.855,1.29,4.65
NY,36101,98.632,17.42,23.77
NY,36103,1474.927,178.31,1507.99
NY,36105,76.539,7.08,107.75
NY,36107,51.475,5.89,7.92
NY,36109,100.018,2.0,254.17
NY,36111,182.693,11.11,472.47
NY,36113,65.548,2.23,11.96
NY,36115,63.024,5.85,10.25
NY,36117,93.609,3.17,459.89
NY,36119,940.807,12.15,2528.99
NY,36121,42.693,5.19,10.32
NY,36123,24.756,1.7,71.16
NC,37001,140.533,4.62,24.25
NC,37003,35.492,1.36,5.13
NC,37005,10.9,1.14,4.12
NC,37007,25.499,1.96,10.9
NC,37009,25.347,2.34,3.34
NC,37011,17.641,1.71,12.36
NC,37013,46.018,83.92,84.69
NC,37015,19.48,6.66,10.52
NC,37017,32.938,11.67,56.63
NC,37019,89.162,6.61,1568.41
NC,37021,218.876,5.27,303.82
NC,37023,89.399,2.79,18.88
NC,37025,150.244,4.71,17.68
NC,37027,79.122,2.2,11.62
NC,37029,8.967,0.82,0.86
NC,37031,62.525,7.51,7.87
NC,37033,23.608,2.68,3.06
NC,37035,151.641,5.79,1182.19
NC,37037,58.002,6.09,159.35
NC,37039,25.796,1.42,31.51
NC,37041,14.528,1.57,6.04
NC,37043,9.765,0.87,1.18
NC,37045,98.288,1.7,271.63
NC,37047,54.746,7.08,48.58
NC,37049,90.795,34.62,52.34
NC,37051,304.52,6.13,41.16
NC,37053,23.112,2.45,3.25
NC,37055,33.903,9.37,9.57
NC,37057,154.623,3.21,11.99
NC,37059,39.136,1.86,14.19
NC,37061,51.985,27.99,43.56
