county,state,num_wells,average_change
159,31,91,4.55654889238462
161,31,42,5.71347883595238
163,31,21,0.68
165,31,60,5.16381642496667
167,31,24,3.58416666666667
169,31,73,4.23050228310959
171,31,11,-2.30363636363636
173,31,12,2.00041666666667
175,31,41,-6.41423269280488
177,31,12,1.88541666675
179,31,20,0.79825
181,31,19,2.15131578947368
183,31,23,0.393049516913043
185,31,143,6.39973233584616
001,32,159,1.18463642669182
003,32,219,-30.2588853173516
005,32,90,4.05079562931111
007,32,11,-1.24067099572727
009,32,6,-1.52416666666667
011,32,17,3.43372222194118
013,32,8,5.946354166625
015,32,2,1.175
017,32,38,1.28469298252632
019,32,139,0.477855380223022
021,32,31,3.07425171064516
023,32,427,0.646812385360655
027,32,2,2.697261905
029,32,11,-5.088446609
031,32,49,0.25603514732653
033,32,38,-0.326942355894737
510,32,74,-1.19445765591892
001,33,2,1.3484166665
003,33,3,-0.416574074333333
005,33,3,-0.385753968333333
007,33,6,-0.301620240833333
009,33,56,0.293097350375
011,33,5,-0.497651515
013,33,9,-1.09325396822222
015,33,11,0.704073002818182
017,33,4,-1.120324495
019,33,2,0.38375
001,34,15,-1.9881269842
003,34,5,4.1798121212
005,34,28,-6.945210884
007,34,19,-9.71986340857895
009,34,23,-0.583168219478261
011,34,27,5.69484661437037
013,34,5,-18.823
015,34,37,-6.35822730202703
019,34,5,-3.4133333334
021,34,45,-2.63464603168889
023,34,18,-3.08494709011111
025,34,15,-7.01473015893333
027,34,17,-5.95616806729412
029,34,25,-6.81369666668
031,34,1,7.21
033,34,22,-2.78255916290909
035,34,2,1.5941666665
037,34,7,1.26307823114286
039,34,4,-2.016
041,34,2,1.0608333335
001,35,152,-1.55172726058553
005,35,4,23.27995826925
006,35,5,21.843363636
007,35,1,5.91
009,35,25,23.80206666668
013,35,233,6.00728583298713
015,35,10,6.8985945891
019,35,1,24.399
021,35,5,2.007
023,35,11,3.52454545454545
025,35,72,19.2537673611111
027,35,46,6.53118297104348
029,35,10,5.9585
031,35,8,2.316875
033,35,2,3.07
035,35,5,7.576
037,35,6,1.13805555566667
041,35,7,26.7278571428571
043,35,17,7.11479016647059
045,35,7,82.7185714285714
047,35,4,77.2635
049,35,40,-18.891911308575
051,35,5,4.7211111112
053,35,2,0.3466666665
055,35,11,-3.27729522463636
057,35,6,17.9433333333333
059,35,11,30.6393181818182
061,35,8,0.77448863625
001,36,2,-1.5583333335
003,36,2,-1.4226785715
007,36,3,-0.160444444333333
009,36,2,2.77425
011,36,2,-3.930357143
013,36,3,6.60977404433333
015,36,2,-0.8496666665
017,36,1,-0.83
019,36,2,0.767159091
021,36,10,-2.0544109574
023,36,3,-0.964444444333333
025,36,2,-0.651
027,36,2,-1.2691666665
029,36,1,-2.295
031,36,2,0.6441666665
033,36,2,1.5669166665
035,36,2,0.4858333335
037,36,2,-2.302380952
039,36,2,-2.5710714285
041,36,1,0.71
043,36,2,-2.1626666665
045,36,2,0.4426666665
049,36,1,-0.406666667
051,36,1,-0.523333333
053,36,2,-5.147357143
055,36,10,-0.5305067155
057,36,1,0.64
063,36,2,-2.724935484
065,36,3,-0.531111111
067,36,8,-2.95260416675
069,36,2,3.3993518515
071,36,2,0.3225
073,36,1,-3.3
075,36,2,-1.776
077,36,1,-1.309772727
079,36,2,-0.4791666665
083,36,3,-1.57089798
087,36,2,-6.9725
089,36,2,0.381904762
091,36,3,-3.74906330766667
093,36,1,1.201666667
095,36,2,1.309
097,36,2,-5.535
099,36,2,-1.030681818
101,36,1,-0.829166667
105,36,1,0.2525
107,36,1,1.936666667
109,36,2,-0.44125
111,36,2,1.6383333335
113,36,2,0.2116666665
115,36,1,-0.763333333
117,36,1,-0.745
119,36,1,0.983333333
121,36,3,-0.595560904
123,36,1,0.696
011,37,1,0.195238095
013,37,8,3.76370535725
015,37,2,-1.02
017,37,14,-21.5319801585
019,37,14,2.29192460342857
021,37,33,1.14829237175758
023,37,2,-2.445
027,37,2,-3.8125
031,37,1,3.008888889
035,37,2,0.040833333
039,37,2,-2.0340714285
047,37,5,2.1436212122
049,37,6,5.29203703633333
051,37,1,61.13333333
059,37,1,2.787619048
061,37,6,-0.426296296166667
071,37,2,-9.425
073,37,1,5.643
079,37,17,0.360707283
081,37,1,0.13
087,37,1,0.362222222
091,37,1,1.15
093,37,4,0.535
095,37,1,1.958
097,37,51,0.234969551470588
103,37,4,9.3961818175
107,37,4,-2.575695707
111,37,2,-1.15625
113,37,4,-0.20875
119,37,20,0.32327234845
129,37,1,10.52444444
133,37,20,4.0749488096
135,37,2,-0.2525
137,37,2,2.025625
139,37,4,-0.8048809525
143,37,2,6.399
145,37,11,2.96262843681818
147,37,3,0.100074074
151,37,13,0.0786657112307692
153,37,1,0.627142857
155,37,18,2.46102777777778
157,37,33,-0.349922822121212
159,37,1,1.003809524
165,37,3,-2.27538095233333
173,37,1,-1.1135
175,37,2,1.2415367965
177,37,4,0.33755952375
179,37,2,-1.905
183,37,27,-5.39758986651852
187,37,3,-0.105962963
189,37,1,0.07
191,37,1,-1.734444444
197,37,1,0.45
001,38,2,-0.185
005,38,15,-1.72250740746667
009,38,3,0.205202381
011,38,2,1.7766666665
013,38,1,-0.912
015,38,3,-1.159
017,38,6,3.330357143
019,38,2,2.925
021,38,2,-7.408
023,38,3,-4.088888889
025,38,4,-1.345855158725
027,38,2,-0.950625
029,38,1,-16.136
031,38,1,-1.760833333
033,38,1,-10.5925
035,38,1,0.173333333
037,38,2,-0.91625
039,38,4,5.42580357175
041,38,1,2.214166667
043,38,3,1.615037037
045,38,2,-2.7995
047,38,5,-2.0542888888
049,38,8,-0.28549652775
051,38,7,-1.82092857142857
053,38,12,-1.36381379741667
055,38,1,-1.215555556
057,38,1,8.61
059,38,7,-6.103
061,38,2,0.82
063,38,2,0.6805714285
065,38,1,5.5115
067,38,1,-0.225714286
069,38,3,-2.49433333333333
071,38,4,-7.45749999825
073,38,5,-0.2045666668
075,38,1,-0.5075
077,38,4,-0.470422078
079,38,4,-19.3166666675
081,38,5,-0.663257143
083,38,1,-3.935
085,38,3,-2.70333333333333
089,38,1,-1.028333333
091,38,1,-0.476666667
093,38,3,0.511
095,38,5,-4.589333334
099,38,5,-3.3016666666
101,38,1,-23.52028571
103,38,2,-0.3292857145
105,38,15,-2.088798311
007,39,11,1.32179437236364
009,39,1,-0.4
011,39,1,-0.89
017,39,15,-2.56095577833333
021,39,8,0.30384375
023,39,15,0.2967325396
043,39,1,7.401428571
047,39,1,-0.27
049,39,46,2.22248550723913
053,39,1,-5.405
055,39,45,0.0264719576666666
057,39,1,0.61
061,39,9,-1.397026455
065,39,1,-1.53
073,39,1,-3.365
083,39,1,-0.75
095,39,12,-0.473477182583333
097,39,1,-0.41
099,39,1,-0.355
109,39,1,-1.865
113,39,4,-3.6766666675
129,39,9,1.538573633
133,39,11,0.607797258181818
139,39,10,1.0659781747
157,39,12,-81.2328120489167
165,39,1,-1.19
171,39,1,-1.335
001,40,2,-3
003,40,4,-0.7075
005,40,1,2.61
007,40,16,1.700625
009,40,15,-0.998666666666667
011,40,4,-1.17
013,40,1,-6.04
015,40,19,1.24205263157895
017,40,3,4.34
021,40,2,-2.935
023,40,3,2.5
025,40,22,12.7613636363636
027,40,4,0.907
031,40,5,-2.1553666666
033,40,1,-8.75
035,40,1,1.29
037,40,1,3.095
039,40,8,-5.0775
043,40,8,-9.59875
045,40,25,-6.3152
047,40,10,1.397
049,40,1,-2.48
051,40,2,2.73
053,40,3,-0.963333333333333
055,40,10,5.538
057,40,9,6.47933333333333
059,40,7,9.58428571428571
063,40,1,0.88
065,40,3,9.71666666666667
069,40,4,7.098125
071,40,1,0.02
073,40,11,-0.212727272727273
075,40,13,-1.06384615384615
081,40,2,-5.02
083,40,1,1.42
087,40,1,0.74
089,40,2,3.335
091,40,2,-2.705
093,40,11,-1.91636363636364
095,40,1,3.7
097,40,1,-6.7
099,40,1,9.0575
105,40,2,1.2
107,40,2,-4.665
109,40,6,-0.165
113,40,2,4.364642857
115,40,5,7.8441
119,40,2,3.715
123,40,2,9.100833335
127,40,1,9.31
129,40,11,-2.92909090909091
131,40,1,7.2
135,40,1,-4.39
139,40,41,16.3024157956098
141,40,14,5.26357142857143
147,40,3,-0.19
149,40,5,-2.322
151,40,4,-6.405
153,40,21,-0.00138888890476184
003,41,4,-0.157
005,41,31,0.918843307032258
007,41,1,-0.775
009,41,1,-0.7
013,41,6,9.63277777733333
017,41,32,-0.47351065328125
021,41,4,11.325
023,41,2,-0.465
029,41,2,0.64125
031,41,10,-2.8029000004
035,41,189,6.64723582767725
037,41,2,0
039,41,7,-2.15833333342857
043,41,11,-1.48637373736364
047,41,71,0.577749632267606
049,41,64,19.6195738636406
051,41,32,-0.880157067
053,41,9,6.129265873
059,41,115,13.3044136910435
065,41,20,13.5999333335
067,41,21,-5.16328466742857
071,41,11,-1.70318181818182
001,42,21,-3.19696402804762
003,42,1,-0.93
005,42,1,-5.833333333
007,42,1,-0.435714286
009,42,2,5.927916665
011,42,1,15.64305556
013,42,2,-1.28475
015,42,1,2.896785714
017,42,3,-0.611262626
019,42,1,-0.43
021,42,2,-128.5447222055
023,42,1,-1.503333333
025,42,1,-21.365
027,42,2,-4.65
029,42,31,-5.08105083103226
031,42,1,-24.77583333
033,42,1,-4.17
035,42,4,-0.1835
037,42,1,-12.51916667
039,42,1,0.05
041,42,2,1.428625
043,42,2,1.08
045,42,1,2.026666667
047,42,1,-3.032857143
049,42,1,-0.095
051,42,1,0.99
053,42,1,0.156666667
055,42,2,-0.6457142855
057,42,1,-31.61333333
059,42,1,1.558666667
061,42,1,0.403333333
063,42,1,-12.17
065,42,1,-9.85
067,42,1,0.87
069,42,1,-25.28916667
071,42,3,-1.64055555566667
073,42,1,-1.034
075,42,1,-0.055
077,42,1,10.66416667
079,42,1,0.843809524
081,42,1,14.0805
083,42,2,-1.3291666665
085,42,1,-3.47
087,42,1,10.47416667
089,42,12,2.62265277775
091,42,9,-5.949407407
093,42,2,-1.738333333
095,42,1,-7.059090909
097,42,1,-4.832380952
099,42,1,-7.496666667
101,42,18,0.0414765712777778
103,42,32,-2.4585870535625
105,42,1,4.745
107,42,1,5.993333333
109,42,1,-0.076666667
111,42,2,-0.0475
113,42,1,-0.943333333
115,42,1,9.17
117,42,11,1.34584980236364
119,42,1,3.902
121,42,1,-11.4175
123,42,1,-1.625
125,42,1,0.691666667
127,42,1,3.9425
129,42,1,3.08
131,42,1,-3.7135
133,42,3,-4.12366522266667
003,44,32,-1.31214798653125
005,44,3,-3.02342424233333
007,44,13,-0.702621212153846
009,44,19,-0.646399321315789
003,45,2,5.543
007,45,1,-0.088333333
013,45,5,-2.4535
015,45,1,30.50928571
019,45,3,-6.302222221
021,45,1,6.854166667
023,45,1,2.18
025,45,3,0.269796296333333
029,45,1,7.3
031,45,1,-0.145714286
041,45,2,-5.38333333
043,45,1,12.28
045,45,2,-3.10225
049,45,1,0.8
055,45,1,-1.07375
057,45,1,-4.913333333
065,45,1,8.898
067,45,1,5.101333333
069,45,2,1.3283333335
073,45,1,1.286666667
079,45,8,1.470633928625
081,45,1,-3.233809524
083,45,1,11.23
091,45,1,2.1
003,46,2,2.932708333
005,46,2,2.8674242425
007,46,43,-0.311738648930233
011,46,1,0.116666667
013,46,8,-2.610147219375
015,46,1,0.905
019,46,1,-8.46
023,46,34,3.64011809270588
029,46,28,1.87386054428571
033,46,14,-8.13188492064286
037,46,16,-0.7316369048125
045,46,1,-0.583333333
047,46,5,-9.8458333334
051,46,44,0.543914141409091
053,46,9,2.35503703711111
059,46,1,3.653333333
071,46,5,-4.313333333
081,46,14,-22.3660238092857
083,46,1,2.020285714
091,46,16,-1.4023958331875
093,46,7,-22.0135824171429
095,46,5,0.8466666668
099,46,5,1.1352666668
103,46,29,8.52603318927586
109,46,50,-0.0803019047800001
113,46,6,-0.801527778333334
121,46,32,-0.3804592803125
123,46,36,2.64264550263889
003,47,2,0.1097916665
031,47,24,-0.732208333333333
047,47,2,1.88
051,47,2,2.5675
065,47,9,0.0992738094444445
075,47,1,1.962
097,47,2,5.445
103,47,1,4.171666667
113,47,1,1.445
117,47,4,0.49061469775
119,47,3,1.06180555566667
129,47,1,0.552307692
141,47,1,0.483333333
149,47,2,-1.245782828
155,47,1,-0.43
157,47,53,-4.50837226996227
003,48,16,1.5759375
011,48,62,0.68505299166129
017,48,80,14.605927083375
019,48,1,-2.04
027,48,2,-4.184347382
029,48,53,18.3015342171698
033,48,4,0.3175
039,48,29,-3.91775862068965
043,48,1,-0.900938596
045,48,27,3.85
053,48,1,0.78125
065,48,57,6.55271832350877
069,48,53,35.3921625543396
071,48,8,-4.82125
079,48,53,13.9403773584906
085,48,1,4.726666667
091,48,6,-0.681934733833333
093,48,1,4.113333333
099,48,2,21.84142857
107,48,50,12.2944647058
109,48,1,1.553287982
111,48,63,40.851746031746
113,48,2,3.2603333335
115,48,74,13.56555544
117,48,104,9.29949175824039
125,48,2,2.615
127,48,1,1.057746479
129,48,61,6.3033469944918
137,48,1,2.276666667
141,48,85,10.3048644151412
143,48,1,4.15
153,48,80,14.975409246625
157,48,64,-5.11234375
163,48,1,105.8825
165,48,72,26.9613194444444
167,48,44,-12.6734648269318
169,48,4,10.7175
173,48,7,5.45714285714286
179,48,79,-0.625843881848101
181,48,1,7.19
187,48,3,19.9113333333333
189,48,75,27.3845794998667
195,48,68,35.1272698801471
201,48,360,-47.8722201439972
205,48,35,62.6410476191428
207,48,1,0.15452381
209,48,6,2.09159271283333
211,48,47,-1.37893617021277
219,48,83,10.2988554216867
221,48,1,-17.64
227,48,14,8.03809523785714
229,48,2,4.0157407405
233,48,41,29.3508130081219
259,48,5,7.847823089
265,48,1,3.651428571
279,48,76,22.9936761695921
291,48,19,-3.55526315789474
295,48,35,9.01457142857143
303,48,100,10.4703705479
305,48,59,6.34677966101695
307,48,2,0.303921569
317,48,40,11.198615384625
325,48,18,-26.3158987253333
329,48,13,6.50384615384615
339,48,59,80.3417740116271
341,48,58,31.827192887931
345,48,1,-1.4
357,48,44,19.2765909090909
359,48,14,3.27857142857143
361,48,1,-2.59
367,48,1,13.74
369,48,72,34.0200793651389
371,48,10,2.6327180522
375,48,12,6.18625
381,48,70,1.76414285714286
385,48,2,0.6235555555
393,48,78,13.9924740025256
407,48,1,-3.99
421,48,48,46.765
437,48,70,7.07328231285714
439,48,5,-1.563220588
445,48,93,15.2137275986021
453,48,4,16.1154076925
463,48,5,25.0472420896
471,48,2,1.848333333
473,48,6,14.9025
483,48,42,1.55815192745238
491,48,1,2.815765199
501,48,69,19.2197101449275
001,49,56,5.81821575864286
003,49,57,3.86375102882456
005,49,26,1.07476578976923
007,49,1,-0.41
011,49,39,4.07132905982051
013,49,4,-6.5975
015,49,1,14.33
017,49,12,1.34916666666667
019,49,10,6.293
021,49,97,25.1211618391753
023,49,59,7.74823202362712
025,49,10,1.56499236
027,49,183,11.6671668473443
029,49,6,1.335
031,49,9,0.571111111111111
033,49,6,1.80833333333333
035,49,72,5.83603656547222
037,49,27,-0.309975008444445
039,49,52,4.74942307692308
041,49,17,2.95294117647059
043,49,37,4.33188377245946
045,49,118,6.09550485337288
047,49,24,0.570062194208333
049,49,101,9.20746371165347
051,49,32,6.33970333921875
053,49,23,5.51012001313044
055,49,5,-0.53
057,49,22,4.17857982272727
001,50,1,-0.1875
003,50,1,-0.8405
005,50,42,-0.347553398857143
007,50,1,0.999166667
009,50,1,-0.873333333
011,50,1,2.044166667
015,50,1,-0.868611111
017,50,1,-0.623611111
019,50,1,0.330833333
021,50,1,-0.2175
023,50,2,-0.870972222
027,50,3,-0.00888888899999999
001,51,42,-0.392124303809524
003,51,1,-5.294032258
007,51,1,-1.296666667
011,51,3,2.66961904766667
013,51,2,0.2108333335
015,51,2,3.185
017,51,1,1.645
019,51,2,-5.5863333335
025,51,1,-5.66
027,51,2,-4.9336363635
029,51,1,2.317878788
033,51,39,-2.45611484820513
036,51,2,9.81
041,51,8,-1.18891287875
043,51,39,-5.63129370628205
045,51,1,-4.803333333
049,51,1,-1.38
057,51,1,17.545
059,51,1,-1.79248227
061,51,1,0.642
069,51,40,-1.279929166675
073,51,6,25.2713333333333
085,51,3,5.44933333233333
087,51,14,-3.89468529
093,51,14,-11.7159361469286
095,51,17,9.8122311347647
097,51,3,18.6506944466667
099,51,38,-1.16139588184211
101,51,3,29.57288889
103,51,2,21.078
107,51,3,-5.85535353666667
109,51,3,9.158731209
115,51,5,10.0735714278
119,51,5,10.7279809526
121,51,1,-1.521184211
127,51,4,7.7985
131,51,28,-1.07454588153571
133,51,5,4.467
135,51,1,-1.14
137,51,1,-3.261101695
141,51,1,2.236666667
149,51,2,-1.193125
153,51,5,-0.7453333332
155,51,2,-0.3691666665
159,51,1,-0.285
163,51,1,-1.403333333
165,51,2,-1.8688636365
171,51,2,-20.6325
175,51,20,-20.2970083332
181,51,9,3.90177777777778
183,51,4,-8.0125
187,51,2,5.7131666665
193,51,4,12.47791666575
195,51,1,-3.38
199,51,45,-1.05462219751111
550,51,23,4.21644971086956
570,51,1,-1.535666667
620,51,3,-37.7
700,51,12,5.2953075395
710,51,1,9.53
740,51,3,1.74666666666667
770,51,1,0.605
790,51,1,-1.061756757
800,51,36,-6.91924981013889
810,51,62,-1.03848924729032
840,51,1,-1.161666667
005,53,1,-0.585
009,53,1,0
013,53,1,1.9
025,53,1,-1.14
031,53,9,1.36513407877778
033,53,36,-3.32906856275
035,53,126,-0.833318167468254
037,53,14,16.3896820123571
043,53,8,-0.171625
045,53,12,-2.86565614458333
053,53,180,-3.72184571525556
055,53,9,1.63395318266667
057,53,39,-4.570208736
061,53,23,-0.781949275434783
063,53,24,0.0715549340000001
065,53,22,-0.344745047909091
067,53,6,-3.15166239316667
075,53,1,-1.325
077,53,118,3.55766728752542
001,54,1,-1.35
003,54,2,-2.0745833335
009,54,1,-5.02
031,54,1,-4.146666667
033,54,1,-0.023333333
037,54,22,2.49042011018182
039,54,1,-10.04666667
047,54,1,3.031428571
057,54,1,-1.795
061,54,2,-5.520611472
075,54,1,-1.93
085,54,1,-0.108888889
099,54,1,-2.036666667
101,54,1,-1.485
109,54,1,-6.593333333
001,55,2,-0.0284968555
003,55,3,0.0124269693333333
005,55,3,-2.17243867266667
007,55,2,1.2181746035
009,55,6,-17.1496143665
011,55,2,-0.1839102565
013,55,1,-1.878691038
015,55,2,1.105912698
017,55,2,1.457628655
019,55,1,0.266190476
021,55,2,2.2930555555
023,55,1,-0.6475
025,55,20,-0.2328397545
027,55,2,-0.071742424
029,55,2,5.7505787015
031,55,2,-0.629722222
037,55,1,2.91
039,55,1,-7.13
041,55,7,0.0450214708571428
043,55,6,-2.6763737375
045,55,2,0.0510795455000002
047,55,2,1.3525
049,55,2,2.079715909
053,55,3,1.311580499
055,55,3,-0.444805555666667
057,55,1,0.058666667
059,55,3,-5.53036616266667
063,55,5,-0.6619999998
065,55,3,4.99371212133333
067,55,6,1.19939899
069,55,2,-0.232619048
071,55,1,-4.386470588
073,55,3,0.140021367666667
075,55,2,-0.925544218
077,55,3,0.616805555666667
079,55,6,-2.84736010216667
081,55,3,1.13971655333333
083,55,2,0.6980139375
085,55,3,-0.659825961666667
087,55,2,6.074111675
091,55,2,0.827777778
093,55,1,-0.170384615
095,55,3,-0.449929972
097,55,8,-0.206595279625
099,55,1,-0.005
101,55,1,0.500833333
103,55,1,1.598571429
105,55,4,-2.15415570175
107,55,1,-1.222
111,55,2,1.9125
113,55,2,0.672108509
115,55,4,-0.775625
117,55,1,-0.144166667
119,55,2,-0.5104166665
121,55,3,3.72535968633333
123,55,6,2.1195945165
125,55,4,-0.345837018
127,55,4,-0.19559239125
129,55,1,-0.033333333
133,55,4,-22.69391414075
135,55,4,-1.59610833325
137,55,2,3.7325
139,55,4,-1.55702526625
141,55,3,0.160949693
001,56,2,-7.2575
005,56,1,-0.44
007,56,1,-2.805
009,56,2,-0.2725
011,56,4,1.847375
013,56,2,1.5944444445
015,56,15,0.6433222222
021,56,29,-1.71098029548276
027,56,3,3.93666666666667
031,56,12,3.00375
037,56,1,1.85
039,56,14,-1.54982861185714
045,56,3,-6.53955555666667
